user,day,login_count,failed_logins,after_hours_logins,sensitive_file_access,unique_systems,avg_session_duration,is_actual_threat
user_004,27,1,0,1,3,1,73.43,False
user_004,28,5,1,0,4,3,96.9,False
user_004,29,5,1,1,2,1,44.11,False
user_005,0,1,0,0,4,2,107.82,False
user_005,1,8,1,1,3,3,31.36,False
user_005,2,2,1,1,2,3,50.78,False
user_005,3,1,1,1,4,2,107.67,False
user_005,4,9,0,1,4,1,83.94,False
user_005,5,3,0,1,3,2,55.06,False
user_005,6,2,1,1,2,3,110.42,False
user_005,7,4,0,1,0,3,59.65,False
user_005,8,7,1,0,0,1,99.65,False
user_005,9,8,0,1,0,1,118.0,False
user_005,10,5,1,0,2,3,44.01,False
user_005,11,3,0,0,2,2,89.77,False
user_005,12,4,1,1,0,3,107.43,False
user_005,13,2,0,1,2,3,102.18,False
user_005,14,2,1,1,4,2,28.87,False
user_005,15,1,0,0,3,2,109.42,False
user_005,16,1,1,1,4,3,23.93,False
user_005,17,9,0,0,2,3,57.73,False
user_005,18,1,1,1,0,1,79.73,False
user_005,19,4,0,0,1,3,73.13,False
user_005,20,2,0,1,2,3,91.33,False
user_005,21,7,1,0,3,1,106.72,False
user_005,22,6,0,0,0,3,57.73,False
user_005,23,7,0,0,1,2,31.98,False
user_005,24,1,0,1,0,2,98.92,False
user_005,25,2,0,1,1,3,94.54,False
user_005,26,1,1,0,1,1,53.74,False
user_005,27,4,1,1,1,3,55.61,False
user_005,28,6,0,0,0,1,30.18,False
user_005,29,6,1,0,3,2,38.66,False
user_006,0,8,0,0,2,3,21.82,False
user_006,1,5,1,1,1,3,106.55,False
user_006,2,6,1,0,2,2,112.94,False
user_006,3,8,1,0,4,1,38.7,False
user_006,4,6,1,0,3,1,93.62,False
user_006,5,1,1,1,4,2,35.44,False
user_006,6,4,0,0,2,1,56.92,False
user_006,7,8,1,0,1,2,52.24,False
user_006,8,2,1,0,4,1,96.02,False
user_006,9,8,1,0,2,2,30.67,False
user_006,10,5,1,1,3,2,32.43,False
user_006,11,8,0,0,1,3,26.65,False
user_006,12,8,1,1,3,1,33.98,False
user_006,13,9,0,1,3,2,102.51,False
user_006,14,5,0,0,2,2,72.31,False
user_006,15,4,0,0,1,1,88.3,False
user_006,16,8,0,1,2,1,50.14,False
user_006,17,7,0,0,0,1,55.54,False
user_006,18,7,1,1,4,3,74.28,False
user_006,19,6,1,0,2,2,33.93,False
user_006,20,1,1,1,2,1,35.17,False
user_006,21,1,0,0,2,3,34.31,False
user_006,22,4,1,1,1,1,107.68,False
user_006,23,1,1,1,4,3,57.88,False
user_006,24,8,1,1,4,1,68.64,False
user_006,25,4,1,0,1,3,84.11,False
user_006,26,3,1,1,1,3,79.9,False
user_006,27,4,0,1,1,2,42.74,False
user_006,28,7,0,1,2,2,78.62,False
user_006,29,2,0,0,3,3,113.21,False
user_007,0,4,0,1,4,3,35.25,False
user_007,1,9,1,0,4,2,113.44,False
user_007,2,6,0,0,0,2,43.59,False
user_007,3,4,1,0,0,1,106.99,False
user_007,4,7,0,1,4,3,25.48,False
user_007,5,9,1,1,0,1,80.37,False
user_007,6,3,0,1,0,2,111.99,False
user_007,7,2,0,1,2,2,111.85,False
user_007,8,3,1,1,0,3,36.55,False
user_007,9,5,1,0,0,1,78.06,False
user_007,10,6,1,1,1,1,71.52,False
user_007,11,1,1,0,0,2,106.06,False
user_007,12,8,0,0,0,1,59.73,False
user_007,13,3,0,1,2,2,40.51,False
user_007,14,1,0,0,2,2,49.4,False
user_007,15,3,0,1,1,2,64.08,False
user_007,16,2,1,1,2,3,30.3,False
user_007,17,8,0,0,2,2,47.07,False
user_007,18,2,1,0,3,2,106.7,False
user_007,19,8,0,0,2,3,87.19,False
user_007,20,8,1,0,4,3,108.75,False
user_007,21,8,1,0,2,1,34.11,False
user_007,22,7,1,1,1,3,93.59,False
user_007,23,5,0,1,4,3,78.3,False
user_007,24,2,1,0,4,3,45.94,False
user_007,25,2,0,0,3,1,54.52,False
user_007,26,9,1,0,3,3,114.85,False
user_007,27,6,1,1,0,2,76.58,False
user_007,28,7,1,1,0,2,22.25,False
user_007,29,9,1,1,4,1,45.79,False
user_008,0,4,1,1,4,1,89.12,False
user_008,1,5,0,1,1,1,101.51,False
user_008,2,9,1,1,0,1,85.14,False
user_008,3,7,0,1,4,3,110.0,False
user_008,4,6,0,1,1,1,86.5,False
user_008,5,7,1,0,0,2,60.44,False
user_008,6,2,1,1,2,1,28.28,False
user_008,7,4,0,1,4,1,103.71,False
user_008,8,4,0,0,2,2,67.61,False
user_008,9,8,1,1,4,1,46.99,False
user_008,10,4,0,0,3,3,104.64,False
user_008,11,2,0,1,1,1,54.44,False
user_008,12,8,0,0,0,1,88.84,False
user_008,13,9,0,0,2,2,99.94,False
user_008,14,3,1,1,1,3,51.46,False
user_008,15,1,0,0,1,1,64.6,False
user_008,16,8,0,1,4,1,85.88,False
user_008,17,6,1,1,0,2,68.94,False
user_008,18,9,0,1,1,3,119.94,False
user_008,19,5,1,1,4,3,49.73,False
user_008,20,8,1,0,4,2,94.51,False
user_008,21,4,0,0,1,3,102.89,False
user_008,22,1,1,0,2,1,27.7,False
user_008,23,5,0,1,1,3,60.45,False
user_008,24,7,0,1,0,1,86.17,False
user_008,25,2,0,1,4,2,107.67,False
user_008,26,2,0,0,1,2,22.13,False
user_008,27,7,0,0,1,3,27.0,False
user_008,28,4,0,1,0,1,23.76,False
user_008,29,9,1,1,3,3,59.83,False
user_009,0,7,1,0,0,2,20.33,False
user_009,1,8,1,1,3,2,43.36,False
user_009,2,9,1,0,4,2,24.51,False
user_009,3,1,0,1,3,3,115.0,False
user_009,4,5,0,1,2,2,81.34,False
user_009,5,9,0,1,3,3,60.16,False
user_009,6,6,0,0,4,2,43.07,False
user_009,7,2,0,1,0,1,115.73,False
user_009,8,8,1,0,4,2,116.91,False
user_009,9,1,0,0,3,2,72.5,False
user_009,10,3,1,1,0,3,101.58,False
user_009,11,6,0,1,4,3,23.49,False
user_009,12,4,1,0,1,3,107.75,False
user_009,13,3,0,1,4,1,24.44,False
user_009,14,2,1,1,0,3,85.52,False
user_009,15,5,0,0,1,3,20.51,False
user_009,16,5,1,1,1,2,116.21,False
user_009,17,5,0,0,1,1,68.06,False
user_009,18,3,1,0,1,3,106.45,False
user_009,19,1,1,1,2,1,35.73,False
user_009,20,9,0,0,4,1,113.01,False
user_009,21,4,0,0,3,3,108.16,False
user_009,22,9,0,0,1,2,101.99,False
user_009,23,5,1,0,1,2,103.21,False
user_009,24,7,1,1,4,2,52.64,False
user_009,25,9,0,1,1,1,97.98,False
user_009,26,6,0,1,1,1,116.3,False
user_009,27,5,0,1,3,2,114.73,False
user_009,28,1,1,1,0,2,67.36,False
user_009,29,6,1,1,2,2,107.15,False
user_010,0,4,0,0,3,1,58.36,False
user_010,1,1,1,0,2,3,88.33,False
user_010,2,2,1,1,4,1,30.22,False
user_010,3,9,0,0,4,1,49.84,False
user_010,4,2,0,1,3,2,33.13,False
user_010,5,3,0,1,3,1,114.36,False
user_010,6,5,0,1,2,1,64.23,False
user_010,7,1,1,1,1,1,40.04,False
user_010,8,1,0,1,3,2,106.44,False
user_010,9,8,1,1,0,1,29.12,False
user_010,10,8,0,0,1,3,82.62,False
user_010,11,5,1,1,1,3,38.55,False
user_010,12,9,1,1,0,2,88.56,False
user_010,13,4,0,1,0,3,85.15,False
user_010,14,5,0,1,2,1,34.96,False
user_010,15,5,1,1,1,2,117.47,False
user_010,16,6,1,0,4,1,106.01,False
user_010,17,6,0,1,2,2,94.92,False
user_010,18,9,0,1,0,2,34.25,False
user_010,19,6,1,1,3,1,75.96,False
user_010,20,2,1,0,1,1,28.79,False
user_010,21,1,0,1,1,2,52.21,False
user_010,22,6,0,1,1,2,102.14,False
user_010,23,7,1,0,2,1,90.65,False
user_010,24,6,0,1,0,3,81.29,False
user_010,25,9,1,1,1,2,98.34,False
user_010,26,7,0,1,3,2,101.73,False
user_010,27,3,0,0,3,2,63.86,False
user_010,28,2,1,1,3,1,67.93,False
user_010,29,3,1,0,3,1,38.21,False
user_011,0,7,1,0,3,2,22.09,False
user_011,1,3,1,0,0,3,85.03,False
user_011,2,3,0,0,4,2,23.07,False
user_011,3,1,0,1,0,2,116.08,False
user_011,4,8,1,0,3,2,118.76,False
user_011,5,8,1,0,2,1,63.86,False
user_011,6,5,1,1,3,2,79.77,False
user_011,7,4,1,0,1,3,79.24,False
user_011,8,6,0,1,2,1,66.58,False
user_011,9,5,0,0,2,2,91.58,False
user_011,10,7,1,1,1,3,61.3,False
user_011,11,6,0,0,3,1,64.53,False
user_011,12,8,0,0,3,2,29.53,False
user_011,13,1,0,0,0,2,105.8,False
user_011,14,5,0,0,3,1,43.7,False
user_011,15,3,1,1,1,1,53.7,False
user_011,16,9,0,0,3,3,114.86,False
user_011,17,9,1,1,3,1,80.55,False
user_011,18,5,1,0,0,1,90.54,False
user_011,19,8,1,0,3,3,31.19,False
user_011,20,2,1,1,0,3,43.11,False
user_011,21,1,0,0,4,1,28.86,False
user_011,22,1,0,0,3,2,59.74,False
user_011,23,2,1,0,2,2,115.18,False
user_011,24,2,0,0,2,2,54.27,False
user_011,25,6,1,0,4,2,40.19,False
user_011,26,7,1,1,4,1,93.08,False
user_011,27,6,0,0,1,1,103.81,False
user_011,28,2,1,0,1,3,77.06,False
user_011,29,8,0,1,3,1,80.06,False
user_012,0,5,1,0,0,2,54.86,False
user_012,1,2,1,1,0,1,60.69,False
user_012,2,9,0,0,0,3,107.85,False
user_012,3,6,1,1,2,2,110.14,False
user_012,4,9,0,0,4,3,57.57,False
user_012,5,6,0,0,4,3,83.02,False
user_012,6,7,0,0,2,1,64.87,False
user_012,7,1,1,0,2,2,27.32,False
user_012,8,3,1,1,1,2,66.35,False
user_012,9,3,0,1,1,2,111.42,False
user_012,10,9,1,0,1,1,44.61,False
user_012,11,4,0,0,1,3,72.12,False
user_012,12,5,0,0,4,3,44.35,False
user_012,13,3,0,1,4,1,55.16,False
user_012,14,2,1,0,3,1,48.49,False
user_012,15,3,1,1,1,2,91.62,False
user_012,16,1,0,1,1,1,72.25,False
user_012,17,7,0,1,1,3,72.52,False
user_012,18,7,0,1,0,2,38.52,False
user_012,19,8,1,1,3,2,100.6,False
user_012,20,1,1,1,4,2,31.23,False
user_012,21,7,1,1,4,2,79.35,False
user_012,22,9,0,1,1,1,103.99,False
user_012,23,8,1,1,0,2,45.56,False
user_012,24,4,1,1,2,3,86.75,False
user_012,25,2,0,1,1,1,62.39,False
user_012,26,5,0,0,2,2,67.29,False
user_012,27,5,0,1,4,3,43.02,False
user_012,28,7,1,0,1,1,59.09,False
user_012,29,9,1,0,1,3,79.7,False
user_013,0,6,0,0,0,1,21.58,False
user_013,1,8,1,1,2,2,53.72,False
user_013,2,7,0,1,3,1,109.42,False
user_013,3,3,0,1,0,3,54.36,False
user_013,4,7,1,0,0,2,86.96,False
user_013,5,5,1,1,1,3,73.3,False
user_013,6,3,1,1,1,3,57.85,False
user_013,7,6,0,0,1,3,66.52,False
user_013,8,8,1,1,1,1,37.53,False
user_013,9,9,0,1,1,2,62.27,False
user_013,10,7,1,1,0,3,112.72,False
user_013,11,7,1,0,4,1,104.2,False
user_013,12,5,1,1,1,3,106.47,False
user_013,13,5,1,1,3,2,26.31,False
user_013,14,4,0,0,1,1,56.01,False
user_013,15,5,1,0,0,1,70.97,False
user_013,16,3,1,1,1,2,71.57,False
user_013,17,3,1,0,3,1,59.1,False
user_013,18,1,1,1,1,1,58.06,False
user_013,19,8,1,1,2,3,50.47,False
user_013,20,9,0,0,2,2,35.38,False
user_013,21,3,1,1,3,2,84.1,False
user_013,22,9,1,0,4,2,51.37,False
user_013,23,1,1,1,4,3,115.28,False
user_013,24,6,0,0,4,2,26.82,False
user_013,25,2,1,0,3,1,74.95,False
user_013,26,4,1,0,3,3,84.08,False
user_013,27,2,1,0,2,3,26.13,False
user_013,28,3,1,1,0,2,68.46,False
user_013,29,2,0,0,0,3,43.92,False
user_014,0,9,1,1,2,3,89.22,False
user_014,1,1,1,1,0,1,81.52,False
user_014,2,4,0,1,3,2,62.61,False
user_014,3,5,1,0,4,3,56.78,False
user_014,4,6,1,0,4,1,96.93,False
user_014,5,7,1,1,2,1,21.92,False
user_014,6,5,1,0,1,3,81.89,False
user_014,7,5,1,1,4,1,39.89,False
user_014,8,5,0,1,3,1,30.97,False
user_014,9,5,1,1,4,2,32.72,False
user_014,10,2,1,1,3,2,67.6,False
user_014,11,9,0,1,4,2,59.24,False
user_014,12,1,0,1,0,1,114.28,False
user_014,13,2,1,1,4,1,104.09,False
user_014,14,8,0,1,2,3,85.94,False
user_014,15,6,1,0,0,3,71.84,False
user_014,16,3,0,1,3,1,64.33,False
user_014,17,8,0,1,0,3,91.63,False
user_014,18,3,1,0,0,1,70.86,False
user_014,19,8,1,0,3,3,117.07,False
user_014,20,3,0,0,3,3,37.41,False
user_014,21,5,0,1,1,2,28.26,False
user_014,22,1,0,1,0,1,58.19,False
user_014,23,2,0,0,3,2,46.07,False
user_014,24,9,0,0,1,3,24.2,False
user_014,25,2,1,0,3,3,118.0,False
user_014,26,6,0,0,3,2,32.81,False
user_014,27,1,1,1,0,1,57.6,False
user_014,28,9,1,1,3,2,112.83,False
user_014,29,3,1,0,4,3,87.15,False
user_015,0,7,0,1,0,3,45.22,False
user_015,1,5,1,1,3,3,52.01,False
user_015,2,6,0,0,3,1,92.79,False
user_015,3,2,0,0,3,3,116.51,False
user_015,4,3,0,1,3,1,61.34,False
user_015,5,5,0,0,2,3,30.59,False
user_015,6,7,0,1,3,3,107.71,False
user_015,7,5,0,1,1,2,20.93,False
user_015,8,1,1,0,2,1,47.79,False
user_015,9,3,1,1,1,2,40.4,False
user_015,10,5,1,1,2,3,88.79,False
user_015,11,9,1,1,1,2,104.0,False
user_015,12,1,1,1,0,2,95.87,False
user_015,13,4,0,1,2,3,50.56,False
user_015,14,8,0,0,1,3,64.86,False
user_015,15,4,1,1,2,2,59.15,False
user_015,16,5,1,1,4,2,81.96,False
user_015,17,4,1,0,4,1,78.82,False
user_015,18,4,0,1,2,1,78.0,False
user_015,19,7,1,1,1,2,100.5,False
user_015,20,3,0,0,2,2,89.54,False
user_015,21,6,0,0,3,3,64.02,False
user_015,22,4,1,0,0,3,43.59,False
user_015,23,4,0,0,3,3,96.66,False
user_015,24,9,1,1,4,1,62.12,False
user_015,25,4,1,1,2,3,60.99,False
user_015,26,7,0,1,4,1,76.55,False
user_015,27,2,0,0,2,1,78.58,False
user_015,28,6,0,1,0,3,49.87,False
user_015,29,5,0,1,2,2,42.55,False
user_016,0,5,1,0,4,2,113.74,False
user_016,1,4,1,1,3,2,92.79,False
user_016,2,2,0,0,0,2,25.73,False
user_016,3,9,0,1,0,1,26.9,False
user_016,4,6,1,0,2,3,110.63,False
user_016,5,8,1,1,1,1,97.67,False
user_016,6,9,0,1,2,2,110.64,False
user_016,7,9,0,1,1,1,97.19,False
user_016,8,6,0,0,1,3,116.34,False
user_016,9,7,0,1,1,2,93.08,False
user_016,10,5,1,0,2,3,39.81,False
user_016,11,8,0,0,2,1,114.7,False
user_016,12,9,0,0,0,2,92.0,False
user_016,13,9,0,1,0,1,118.05,False
user_016,14,2,1,1,2,1,99.17,False
user_016,15,1,0,1,1,1,62.86,False
user_016,16,5,1,1,0,2,29.76,False
user_016,17,3,0,0,3,3,71.25,False
user_016,18,3,1,0,0,3,107.21,False
user_016,19,4,1,1,4,3,107.96,False
user_016,20,9,1,1,3,2,75.8,False
user_016,21,2,0,1,2,1,59.07,False
user_016,22,3,1,0,3,3,102.21,False
user_016,23,2,0,0,4,3,39.56,False
user_016,24,8,1,1,3,1,77.76,False
user_016,25,5,1,0,0,3,39.58,False
user_016,26,8,1,1,3,2,99.33,False
user_016,27,7,1,0,4,3,109.72,False
user_016,28,8,1,0,3,1,23.34,False
user_016,29,8,0,1,3,3,51.32,False
user_017,0,6,0,1,0,3,70.52,False
user_017,1,1,0,0,4,1,92.52,False
user_017,2,2,1,1,1,3,85.61,False
user_017,3,5,0,0,0,1,102.3,False
user_017,4,5,0,0,3,1,49.65,False
user_017,5,6,1,1,2,1,67.12,False
user_017,6,9,0,1,1,2,102.82,False
user_017,7,5,1,1,1,2,91.91,False
user_017,8,3,1,1,0,3,65.04,False
user_017,9,9,0,1,0,1,100.62,False
user_017,10,3,0,1,4,2,52.51,False
user_017,11,8,1,1,0,1,103.7,False
user_017,12,7,1,0,2,2,71.27,False
user_017,13,6,0,0,4,3,96.32,False
user_017,14,5,1,1,3,1,96.61,False
user_017,15,3,1,0,1,3,110.72,False
user_017,16,7,0,0,1,2,66.04,False
user_017,17,4,0,1,2,3,117.68,False
user_017,18,4,0,0,1,2,48.0,False
user_017,19,9,0,1,2,3,95.4,False
user_017,20,9,1,1,4,3,82.13,False
user_017,21,9,0,1,0,3,107.28,False
user_017,22,8,1,0,4,1,44.19,False
user_017,23,1,1,1,0,2,79.84,False
user_017,24,3,0,0,0,3,110.29,False
user_017,25,8,1,0,4,2,54.04,False
user_017,26,8,0,0,4,2,99.46,False
user_017,27,3,0,1,1,1,72.14,False
user_017,28,5,1,1,4,3,68.84,False
user_017,29,5,0,0,4,1,86.92,False
user_018,0,8,1,0,4,3,63.04,False
user_018,1,6,1,1,0,3,109.25,False
user_018,2,6,1,0,2,2,79.17,False
user_018,3,3,1,0,3,2,98.68,False
user_018,4,3,1,1,1,2,67.29,False
user_018,5,9,0,1,0,2,56.19,False
user_018,6,6,1,0,2,2,117.15,False
user_018,7,1,0,1,2,1,67.43,False
user_018,8,1,0,0,0,2,24.95,False
user_018,9,8,0,1,3,1,53.89,False
user_018,10,5,0,0,1,3,24.44,False
user_018,11,9,0,1,4,1,81.71,False
user_018,12,8,0,0,2,3,77.48,False
user_018,13,7,0,1,2,2,119.28,False
user_018,14,1,1,1,2,1,91.4,False
user_018,15,1,0,1,3,2,92.14,False
user_018,16,9,0,1,4,3,25.95,False
user_018,17,4,1,1,1,2,100.04,False
user_018,18,4,1,0,2,3,61.89,False
user_018,19,4,0,0,3,2,52.11,False
user_018,20,9,0,1,4,1,84.65,False
user_018,21,3,0,0,1,2,83.61,False
user_018,22,6,0,0,3,3,92.4,False
user_018,23,5,1,0,2,2,34.21,False
user_018,24,1,0,1,3,3,64.89,False
user_018,25,7,0,0,1,1,32.3,False
user_018,26,1,0,0,0,3,101.67,False
user_018,27,6,1,0,2,2,60.39,False
user_018,28,7,0,0,1,2,64.64,False
user_018,29,2,1,0,2,3,95.94,False
user_019,0,9,1,1,3,1,72.58,False
user_019,1,2,1,1,4,3,34.26,False
user_019,2,8,0,0,3,3,22.54,False
user_019,3,2,1,0,2,3,27.17,False
user_019,4,1,0,1,4,2,104.17,False
user_019,5,8,1,1,0,3,88.83,False
user_019,6,2,0,1,2,3,116.4,False
user_019,7,4,1,0,2,3,36.0,False
user_019,8,2,1,0,4,3,68.79,False
user_019,9,5,1,0,4,2,57.48,False
user_019,10,3,0,1,3,2,102.67,False
user_019,11,1,0,0,2,3,35.16,False
user_019,12,1,0,1,3,1,35.41,False
user_019,13,1,0,1,4,2,44.69,False
user_019,14,7,0,0,1,2,45.93,False
user_019,15,3,1,0,4,2,87.74,False
user_019,16,5,1,0,3,3,36.52,False
user_019,17,8,0,0,4,3,101.68,False
user_019,18,4,0,0,0,3,108.03,False
user_019,19,8,1,0,1,3,40.13,False
user_019,20,5,1,1,4,1,91.09,False
user_019,21,6,0,0,2,1,79.91,False
user_019,22,6,0,0,3,2,33.07,False
user_019,23,7,1,0,0,1,107.71,False
user_019,24,6,0,0,2,2,118.1,False
user_019,25,4,1,1,1,2,72.24,False
user_019,26,8,0,0,2,3,111.87,False
user_019,27,3,1,0,2,1,118.07,False
user_019,28,2,1,0,3,3,115.6,False
user_019,29,9,1,1,4,1,84.02,False
user_020,0,8,0,0,2,3,23.08,False
user_020,1,7,1,1,4,2,92.27,False
user_020,2,6,1,1,4,2,53.34,False
user_020,3,3,1,1,0,2,20.89,False
user_020,4,3,1,1,1,1,28.98,False
user_020,5,7,0,0,3,1,83.29,False
user_020,6,5,0,1,4,1,96.61,False
user_020,7,4,0,1,0,2,27.76,False
user_020,8,4,1,0,2,3,74.91,False
user_020,9,2,0,0,2,3,106.89,False
user_020,10,2,1,0,1,2,44.22,False
user_020,11,6,1,1,1,2,60.29,False
user_020,12,2,0,0,2,2,52.15,False
user_020,13,5,0,0,0,1,41.93,False
user_020,14,5,0,0,2,1,95.96,False
user_020,15,1,0,0,1,2,102.14,False
user_020,16,6,1,1,1,2,66.32,False
user_020,17,4,0,1,3,1,111.68,False
user_020,18,8,1,1,1,2,102.38,False
user_020,19,9,1,0,0,3,38.9,False
user_020,20,2,1,1,0,3,78.33,False
user_020,21,8,0,1,4,1,28.27,False
user_020,22,9,0,0,2,1,104.27,False
user_020,23,4,1,1,2,1,62.24,False
user_020,24,6,1,1,3,3,28.93,False
user_020,25,7,1,0,0,3,104.42,False
user_020,26,7,1,0,4,1,107.55,False
user_020,27,5,0,1,3,3,115.08,False
user_020,28,9,1,0,4,3,83.43,False
user_020,29,5,1,0,4,2,115.68,False
user_021,0,9,0,0,1,2,97.08,False
user_021,1,9,1,0,0,1,61.65,False
user_021,2,4,0,1,0,1,106.98,False
user_021,3,6,1,1,0,1,95.4,False
user_021,4,2,0,1,3,2,93.71,False
user_021,5,6,1,1,4,2,39.92,False
user_021,6,4,0,1,2,3,86.69,False
user_021,7,1,1,1,1,1,46.76,False
user_021,8,5,1,1,4,1,111.11,False
user_021,9,2,1,0,3,2,61.36,False
user_021,10,9,0,0,0,2,46.67,False
user_021,11,9,1,1,3,2,87.75,False
user_021,12,4,0,1,0,2,105.71,False
user_021,13,6,0,1,2,3,100.72,False
user_021,14,2,0,1,4,1,97.31,False
user_021,15,7,1,0,3,3,86.3,False
user_021,16,7,1,0,2,1,74.7,False
user_021,17,8,0,0,0,1,59.8,False
user_021,18,4,1,0,4,1,113.74,False
user_021,19,2,1,0,3,3,87.16,False
user_021,20,4,1,1,0,3,98.52,False
user_021,21,4,1,0,3,2,56.57,False
user_021,22,7,1,0,1,1,98.13,False
user_021,23,3,0,0,4,3,36.39,False
user_021,24,1,0,0,3,2,49.05,False
user_021,25,9,0,0,0,2,26.22,False
user_021,26,1,1,0,3,1,64.77,False
user_021,27,6,0,1,2,2,44.19,False
user_021,28,5,1,0,1,2,74.66,False
user_021,29,3,1,1,4,1,25.0,False
user_022,0,2,0,0,3,2,30.89,False
